trade_id,entry_time,exit_time,symbol,direction,entry_price,exit_price,lots,sl_price,tp_price,entry_spread,exit_spread,pnl_cash,pnl_pct,exit_reason,duration_minutes,equity_after
23,2025-09-25 20:18:00+00:00,2025-09-25 21:56:00+00:00,BTCUSD.x,SELL,110188.81999999999,109725.261,0.01,109725.241,108205.98499999999,77.09,76.3,4.635589999999938,0.046403965879461814,STOP_LOSS,98.0,9989.641859580002
24,2025-09-25 22:06:00+00:00,2025-09-26 04:15:00+00:00,BTCUSD.x,SELL,109772.28,109694.86,0.01,109694.84,107797.8366,77.44,77.0,0.7741999999999826,0.007749427004670013,STOP_LOSS,369.0,9990.416059580002
25,2025-09-26 04:15:00+00:00,2025-09-26 15:32:00+00:00,BTCUSD.x,SELL,109547.08,109470.1,0.01,109470.08,107574.79246,77.0,76.9,0.7697999999999593,0.00770479111107557,STOP_LOSS,677.0,9991.185859580002
26,2025-09-26 15:53:00+00:00,2025-09-27 15:53:00+00:00,BTCUSD.x,BUY,109318.74,109278.6,0.01,108336.06384,111284.09232000001,76.9,76.59,-0.4013999999999942,-0.004017702530006022,TIME_BARRIER,1440.0,9990.784459580002
27,2025-09-27 15:58:00+00:00,2025-09-28 15:58:00+00:00,BTCUSD.x,SELL,109310.18,109307.55,0.01,110294.45816,107341.62367999999,75.01,80.81,0.02629999999990105,0.0002632418993091474,TIME_BARRIER,1440.0,9990.810759580001
28,2025-09-28 15:58:00+00:00,2025-09-28 19:06:00+00:00,BTCUSD.x,SELL,109230.4,110213.46066,0.01,110213.44066,107264.31868,80.81,76.14,-9.830606600000028,-0.09849339893802837,STOP_LOSS,188.0,9980.98015298
29,2025-09-28 19:06:00+00:00,2025-09-29 01:05:00+00:00,BTCUSD.x,SELL,110112.28,111103.6338,0.01,111103.61379999999,108129.6124,76.14,75.01,-9.913537999999972,-0.09942304452270333,STOP_LOSS,359.0,9971.06661498
30,2025-09-29 01:17:00+00:00,2025-09-29 17:10:00+00:00,BTCUSD.x,BUY,111498.72,113505.89334,0.01,112226.62599599999,113505.89334,76.3,75.01,20.07173339999994,0.200895360469655,TAKE_PROFIT,953.0,9991.13834838
31,2025-09-29 17:10:00+00:00,2025-09-30 03:49:00+00:00,BTCUSD.x,SELL,113420.65,114442.3698,0.01,114442.3498,111377.25039999999,75.01,75.01,-10.217198000000062,-0.10236728500365988,STOP_LOSS,639.0,9980.92115038
32,2025-09-30 03:52:00+00:00,2025-09-30 22:01:00+00:00,BTCUSD.x,SELL,114498.64,113809.8461,0.01,113809.82609999999,112440.1465,75.0,75.01,6.887939000000042,0.06896346274103259,STOP_LOSS,1089.0,9987.80908938
33,2025-09-30 22:11:00+00:00,2025-10-01 11:48:00+00:00,BTCUSD.x,BUY,113823.71,115871.01830000001,0.01,114609.01501999999,115871.01830000001,76.58,75.0,20.47308300000004,0.204561408715073,TAKE_PROFIT,817.0,10008.28217238
34,2025-10-01 11:50:00+00:00,2025-10-01 17:04:00+00:00,BTCUSD.x,SELL,116130.28,117176.68545,0.01,117176.66545,114037.5091,75.0,76.4,-10.464054500000056,-0.10466338131603178,STOP_LOSS,314.0,9997.81811788
35,2025-10-01 17:04:00+00:00,2025-10-01 20:41:00+00:00,BTCUSD.x,BUY,117031.42,117107.79999999999,0.01,117107.81999999999,119139.76954,76.4,75.01,0.7637999999999011,0.007639083284740939,STOP_LOSS,217.0,9998.581917880001
36,2025-10-01 21:03:00+00:00,2025-10-02 03:02:00+00:00,BTCUSD.x,BUY,116837.54,118938.51457999999,0.01,117588.595252,118938.51457999999,75.01,75.60000000000001,21.009745799999948,0.20968664697343042,TAKE_PROFIT,359.0,10019.591663680001
37,2025-10-02 03:23:00+00:00,2025-10-02 19:10:00+00:00,BTCUSD.x,SELL,118929.45999999999,119999.67,0.01,119999.65,116789.07999999999,75.01,75.01,-10.702100000000064,-0.1069259474980678,STOP_LOSS,947.0,10008.88956368
38,2025-10-02 19:19:00+00:00,2025-10-03 18:18:00+00:00,BTCUSD.x,SELL,120039.84,121120.02659,0.01,121120.00658999999,117879.50682,75.01,75.0,-10.801865899999976,-0.1080393193830301,STOP_LOSS,1379.0,9998.08769778
39,2025-10-03 18:34:00+00:00,2025-10-03 19:00:00+00:00,BTCUSD.x,SELL,121563.87999999999,122659.03683,0.01,122659.01683,119373.60633999998,75.0,75.0,-10.951568300000073,-0.10965674401566697,STOP_LOSS,26.0,9987.136129479999
40,2025-10-03 19:03:00+00:00,2025-10-03 19:27:00+00:00,BTCUSD.x,SELL,122628.0,123732.2345,0.01,123732.2145,120419.571,75.01,75.01,-11.04234500000006,-0.11068806326960205,STOP_LOSS,24.0,9976.09378448
